tol = 1.49012e-08
   0	    1146	    1146	       0
   1	   55.21	   55.21	   10.56
   2	   31.97	   31.97	   11.09
   3	   12.54	   12.54	   11.14
   4	   5.687	   5.687	   11.08
   5	   10.56	   10.56	   10.98
   6	   9.359	   9.359	   10.92
   7	   5.254	   5.254	   10.89
   8	   1.554	   1.554	    10.9
   9	   2.574	   2.574	   10.92
  10	   3.427	   3.427	   10.95
  11	     2.9	     2.9	   10.96
  12	    1.71	    1.71	   10.97
  13	  0.5876	  0.5876	   10.97
  14	  0.8145	  0.8145	   10.96
  15	   1.232	   1.232	   10.95
  16	   1.215	   1.215	   10.95
  17	  0.8989	  0.8989	   10.94
  18	  0.4702	  0.4702	   10.94
  19	  0.1927	  0.1927	   10.94
  20	  0.3784	  0.3784	   10.95
  21	  0.5158	  0.5158	   10.95
  22	  0.5093	  0.5093	   10.95
  23	  0.3975	  0.3975	   10.95
  24	  0.2358	  0.2358	   10.95
  25	  0.0956	  0.0956	   10.95
  26	  0.1327	  0.1327	   10.95
  27	   0.212	   0.212	   10.95
  28	  0.2403	  0.2403	   10.95
  29	  0.2189	  0.2189	   10.95
  30	  0.1638	  0.1638	   10.95
  31	  0.0944	  0.0944	   10.95
  32	 0.04171	 0.04171	   10.95
  33	 0.06541	 0.06541	   10.95
  34	  0.1012	  0.1012	   10.95
  35	  0.1167	  0.1167	   10.95
  36	  0.1112	  0.1112	   10.95
  37	 0.08982	 0.08982	   10.95
  38	 0.05954	 0.05954	   10.95
  39	 0.02935	 0.02935	   10.95
  40	 0.02328	 0.02328	   10.95
  41	 0.04194	 0.04194	   10.95
  42	 0.05602	 0.05602	   10.95
  43	 0.06061	 0.06061	   10.95
  44	 0.05631	 0.05631	   10.95
  45	 0.04532	 0.04532	   10.95
  46	 0.03055	 0.03055	   10.95
  47	 0.01586	 0.01586	   10.95
  48	  0.0118	  0.0118	   10.95
  49	 0.02089	 0.02089	   10.95
  50	  0.0289	  0.0289	   10.95
  51	 0.03268	 0.03268	   10.95
  52	 0.03208	 0.03208	   10.95
  53	 0.02784	 0.02784	   10.95
  54	 0.02109	 0.02109	   10.95
  55	 0.01324	 0.01324	   10.95
  56	0.006776	0.006776	   10.95
  57	0.007858	0.007858	   10.95
  58	 0.01294	 0.01294	   10.95
  59	 0.01682	 0.01682	   10.95
  60	 0.01858	 0.01858	   10.95
  61	 0.01819	 0.01819	   10.95
  62	 0.01599	 0.01599	   10.95
  63	 0.01248	 0.01248	   10.95
  64	0.008309	0.008309	   10.95
  65	0.004495	0.004495	   10.95
  66	0.003909	0.003909	   10.95
  67	0.006555	0.006555	   10.95
  68	0.009064	0.009064	   10.95
  69	 0.01059	 0.01059	   10.95
  70	 0.01098	 0.01098	   10.95
  71	 0.01031	 0.01031	   10.95
  72	0.008796	0.008796	   10.95
  73	0.006693	0.006693	   10.95
  74	0.004346	0.004346	   10.95
  75	0.002404	0.002404	   10.95
  76	0.002505	0.002505	   10.95
  77	0.004066	0.004066	   10.95
  78	0.005489	0.005489	   10.95
  79	0.006386	0.006386	   10.95
  80	0.006676	0.006676	   10.95
  81	0.006387	0.006387	   10.95
  82	0.005611	0.005611	   10.95
  83	0.004475	0.004475	   10.95
  84	0.003141	0.003141	   10.95
  85	0.001859	0.001859	   10.95
  86	0.001318	0.001318	   10.95
  87	0.002022	0.002022	   10.95
  88	0.002959	0.002959	   10.95
  89	0.003683	0.003683	   10.95
  90	 0.00409	 0.00409	   10.95
  91	0.004158	0.004158	   10.95
  92	0.003914	0.003914	   10.95
  93	0.003408	0.003408	   10.95
  94	0.002712	0.002712	   10.95
  95	0.001914	0.001914	   10.95
  96	0.001158	0.001158	   10.95
  97	0.0008342	0.0008342	   10.95
  98	 0.00124	 0.00124	   10.95
  99	0.001813	0.001813	   10.95
 100	0.002282	0.002282	   10.95
 101	0.002575	0.002575	   10.95
 102	0.002675	0.002675	   10.95
 103	0.002587	0.002587	   10.95
 104	0.002336	0.002336	   10.95
 105	0.001955	0.001955	   10.95
 106	 0.00149	 0.00149	   10.95
 107	0.0009982	0.0009982	   10.95
 108	0.0006046	0.0006046	   10.95
 109	0.0006023	0.0006023	   10.95
 110	0.0009282	0.0009282	   10.95
 111	0.001275	0.001275	   10.95
 112	0.001544	0.001544	   10.95
 113	0.001706	0.001706	   10.95
 114	0.001753	0.001753	   10.95
